https://en.wikipedia.org/wiki/Computer_science	Accepted
https://en.wikipedia.org/wiki/	Rejected
https://en.wikipedia.org/wiki/Human%E2%80%93computer_interaction	Rejected
https://en.wikipedia.org/wiki/History_of_computer_science	Accepted
https://en.wikipedia.org/wiki/Category:Computer_science	Rejected
https://en.wikipedia.org/w/index.php?title=Template:TopicTOC-Computer_science&action=edit	Rejected
https://en.wikipedia.org/wiki/Process_(engineering)	Rejected
https://en.wikipedia.org/wiki/Data_storage	Rejected
https://en.wikipedia.org/wiki/Computer_scientist	Accepted
https://en.wikipedia.org/wiki/Theory_of_computation	Rejected
https://en.wikipedia.org/wiki/Practical_disciplines	Accepted
https://en.wikipedia.org/wiki/Complex_systems	Accepted
https://en.wikipedia.org/wiki/History_of_computing_hardware	Rejected
https://en.wikipedia.org/wiki/History_of_computing_hardware_(1960s%E2%80%93present)	Accepted
https://en.wikipedia.org/wiki/History_of_artificial_intelligence	Accepted
https://en.wikipedia.org/wiki/History_of_programming_languages	Accepted
https://en.wikipedia.org/wiki/History_of_general-purpose_CPUs	Rejected
https://en.wikipedia.org/wiki/History_of_the_graphical_user_interface	Accepted
https://en.wikipedia.org/wiki/History_of_personal_computers	Accepted
https://en.wikipedia.org/wiki/History_of_computing_in_Poland	Accepted
https://en.wikipedia.org/wiki/History_of_computing_in_the_Soviet_Union	Rejected
https://en.wikipedia.org/wiki/Computer_engineering	Accepted
https://en.wikipedia.org/wiki/Wikipedia:Pending_changes	Rejected
https://en.wikipedia.org/wiki/Electrical_engineering	Rejected
https://en.wikipedia.org/wiki/Engineering	Rejected
https://en.wikipedia.org/wiki/Electronic_engineering	Accepted
https://en.wikipedia.org/wiki/Software_engineering	Rejected
https://en.wikipedia.org/wiki/Personal_computers	Rejected
https://en.wikipedia.org/wiki/Software_programming	Accepted
https://en.wikipedia.org/wiki/Embedded_system	Rejected
https://en.wikipedia.org/wiki/Analog_device	Rejected
https://en.wikipedia.org/wiki/Circuit_board	Rejected
https://en.wikipedia.org/wiki/Electrical_systems	Rejected
https://en.wikipedia.org/wiki/Undergraduate_degree	Rejected
https://en.wikipedia.org/w/index.php?title=Computer_engineering&action=edit&section=1	Accepted
https://en.wikipedia.org/wiki/Physics	Accepted
https://en.wikipedia.org/wiki/Personal_computer	Rejected
https://en.wikipedia.org/wiki/William_Shockley	Accepted
https://en.wikipedia.org/wiki/	Rejected
https://en.wikipedia.org/wiki/Brian_Kernighan	Accepted
https://en.wikipedia.org/wiki/Computer	Rejected
https://en.wikipedia.org/wiki/Programming_language	Accepted
https://en.wikipedia.org/wiki/Interpreter_(computing)	Rejected
https://en.wikipedia.org/wiki/Software	Rejected
https://en.wikipedia.org/wiki/Application_software	Accepted
https://en.wikipedia.org/w/index.php?title=Computer_program&action=edit&section=1	Accepted
https://en.wikipedia.org/wiki/History_of_software	Accepted
https://en.wikipedia.org/wiki/Al-Kindi	Accepted
https://en.wikipedia.org/wiki/History_of_computing_hardware	Rejected
https://en.wikipedia.org/wiki/Flute	Accepted
https://en.wikipedia.org/wiki/Book_of_Ingenious_Devices	Rejected
https://en.wikipedia.org/wiki/Automata	Rejected
https://en.wikipedia.org/wiki/Ada_Lovelace	Accepted
https://en.wikipedia.org/wiki/Luigi_Menabrea	Accepted
https://en.wikipedia.org/wiki/Universal_Turing_machine	Rejected
https://en.wikipedia.org/wiki/Turing_Award	Accepted
https://en.wikipedia.org/wiki/Stephen_Kettle	Rejected
https://en.wikipedia.org/wiki/Computer_science	Accepted
https://en.wikipedia.org/wiki/Mathematics	Accepted
https://en.wikipedia.org/wiki/Theoretical_computer_science	Accepted
https://en.wikipedia.org/wiki/Google	Accepted
https://en.wikipedia.org/wiki/IBM	Accepted
https://en.wikipedia.org/w/index.php?title=Turing_Award&action=edit&section=1	Rejected
https://en.wikipedia.org/wiki/Maurice_Wilkes	Accepted
https://en.wikipedia.org/wiki/Program_libraries	Rejected
https://en.wikipedia.org/wiki/Richard_Hamming	Accepted
https://en.wikipedia.org/wiki/Linear_algebra	Rejected
https://en.wikipedia.org/wiki/John_McCarthy_(computer_scientist)	Accepted
https://en.wikipedia.org/wiki/Programming_language	Accepted
https://en.wikipedia.org/wiki/Allen_Newell	Accepted
https://en.wikipedia.org/wiki/J._C._Shaw	Rejected
https://en.wikipedia.org/wiki/Michael_O._Rabin	Accepted
https://en.wikipedia.org/wiki/	Rejected
https://en.wikipedia.org/wiki/Institute_of_Electrical_and_Electronics_Engineers	Rejected
https://en.wikipedia.org/wiki/Enterprise_Architecture	Rejected
https://en.wikipedia.org/wiki/American_Institute_of_Electrical_Engineers	Accepted
https://en.wikipedia.org/w/index.php?title=IEEE_Computer_Society&action=edit&section=2	Accepted
https://en.wikipedia.org/wiki/Association_for_Computing_Machinery	Rejected
https://en.wikipedia.org/wiki/IEEE_Computing_Edge_(Magazine)	Rejected
https://en.wikipedia.org/w/index.php?title=IEEE_Computer_Society&action=edit&section=6	Rejected
https://en.wikipedia.org/wiki/IEEE_Computer_Pioneer_Award	Accepted
https://en.wikipedia.org/wiki/Taylor_L._Booth_Education_Award	Rejected
https://en.wikipedia.org/w/index.php?title=IEEE_Computer_Society&action=edit&section=8	Rejected
https://en.wikipedia.org/wiki/British_Computer_Society	Rejected
https://en.wikipedia.org/wiki/New_Zealand_Computer_Society	Rejected
https://www.computer.org/communities/professional-chapters	Rejected
https://www.computer.org/education/	Rejected
http://www.1888pressrelease.com/ieee-computer-society-introduces-computing-edge-pr-559629.html	Rejected
https://www.computer.org/communities/technical-committees	Accepted
https://en.wikipedia.org/wiki/	Rejected
https://en.wikipedia.org/wiki/Talk:ACM_SIGGRAPH	Rejected
https://en.wikipedia.org/wiki/Washington,_D.C.	Rejected
https://en.wikipedia.org/wiki/File:SIGGRAPH_Daily_2015.webm	Rejected
https://en.wikipedia.org/wiki/North_America	Accepted
https://en.wikipedia.org/wiki/Asia	Rejected
https://en.wikipedia.org/wiki/Peer_review	Rejected
https://en.wikipedia.org/wiki/Computer_Graphics_(publication)	Rejected
https://en.wikipedia.org/wiki/Anaheim	Rejected
https://en.wikipedia.org/wiki/Boston	Rejected
https://en.wikipedia.org/wiki/Chicago	Rejected
https://en.wikipedia.org/wiki/Atlanta	Rejected
https://en.wikipedia.org/wiki/Detroit	Rejected
https://en.wikipedia.org/wiki/Seattle	Accepted
https://en.wikipedia.org/wiki/Bowling_Green,_Ohio	Rejected
https://en.wikipedia.org/w/index.php?title=SIGGRAPH&action=edit&section=6	Rejected
https://en.wikipedia.org/wiki/Philosophy_of_computer_science	Rejected
https://en.wikipedia.org/wiki/Programmer	Accepted
https://en.wikipedia.org/wiki/Coding_(social_sciences)	Rejected
https://en.wikipedia.org/wiki/IBM_704	Rejected
https://en.wikipedia.org/wiki/Computer_language	Rejected
https://en.wikipedia.org/wiki/COBOL	Accepted
https://en.wikipedia.org/wiki/Java_(programming_language)	Accepted
https://en.wikipedia.org/wiki/Web_developer	Accepted
https://en.wikipedia.org/wiki/Mobile_applications	Rejected
https://en.wikipedia.org/wiki/Video_game_developer	Rejected
https://en.wikipedia.org/w/index.php?title=Programmer&action=edit&section=1	Accepted
https://en.wikipedia.org/wiki/Charles_Babbage	Accepted
https://en.wikipedia.org/wiki/Analytical_engine	Rejected
https://en.wikipedia.org/wiki/Frances_Spence	Rejected
https://en.wikipedia.org/wiki/Betty_Holberton	Accepted
https://en.wikipedia.org/wiki/Ruth_Teitelbaum	Rejected
https://en.wikipedia.org/w/index.php?title=Programmer&action=edit&section=2	Rejected
https://en.wikipedia.org/wiki/Computer_Sciences_Corporation	Accepted
https://en.wikipedia.org/wiki/Model_of_computation	Rejected
https://en.wikipedia.org/wiki/Number_theory	Rejected
https://en.wikipedia.org/wiki/Prime_number	Rejected
https://en.wikipedia.org/wiki/Quantum_computer	Accepted
https://en.wikipedia.org/wiki/Cryptography	Accepted
https://en.wikipedia.org/wiki/Computer_science	Accepted
https://en.wikipedia.org/wiki/Semiprime	Rejected
https://en.wikipedia.org/wiki/RSA_problem	Accepted
https://en.wikipedia.org/w/index.php?title=Integer_factorization&action=edit&section=1	Rejected
https://en.wikipedia.org/wiki/Empty_product	Rejected
https://en.wikipedia.org/wiki/AKS_primality_test	Rejected
https://en.wikipedia.org/wiki/RSA_numbers	Accepted
https://en.wikipedia.org/wiki/General_number_field_sieve	Rejected
https://en.wikipedia.org/wiki/Time_complexity	Rejected
https://en.wikipedia.org/wiki/Peter_Shor	Accepted
https://en.wikipedia.org/wiki/Function_problem	Rejected
https://en.wikipedia.org/wiki/Decision_problem	Rejected
